date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:27	7302/7302	---MCZ	200	added ('OK')	text/css	etag:W/%22600346f8-1c86%22	https://layerdrops.com/agriox/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:28	4040/4040	---MCZ	200	added ('OK')	text/css	etag:W/%22600346f8-fc8%22	https://layerdrops.com/agriox/assets/vendors/nouislider/nouislider.min.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/nouislider/nouislider.min.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:28	1421/1421	---MCZ	200	added ('OK')	text/css	etag:W/%22600346f8-58d%22	https://layerdrops.com/agriox/assets/vendors/nouislider/nouislider.pips.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/nouislider/nouislider.pips.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:28	3104/3104	---MCZ	200	added ('OK')	text/css	etag:W/%2260597798-c20%22	https://layerdrops.com/agriox/assets/vendors/odometer/odometer.min.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/odometer/odometer.min.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:28	13689/13689	---MCZ	200	added ('OK')	text/css	etag:W/%22600346f8-3579%22	https://layerdrops.com/agriox/assets/vendors/swiper/swiper.min.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/swiper/swiper.min.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:29	3792/3792	---MCZ	200	added ('OK')	text/css	etag:W/%22614bb330-ed0%22	https://layerdrops.com/agriox/assets/vendors/icomoon-icons/style.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/icomoon-icons/style.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:29	2058/2058	---MCZ	200	added ('OK')	text/css	etag:W/%22600346f8-80a%22	https://layerdrops.com/agriox/assets/vendors/tiny-slider/tiny-slider.min.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/tiny-slider/tiny-slider.min.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:29	302/302	---MCZ	200	added ('OK')	text/css	etag:W/%2260120c84-12e%22	https://layerdrops.com/agriox/assets/vendors/reey-font/stylesheet.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/reey-font/stylesheet.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:29	3351/3351	---MCZ	200	added ('OK')	text/css	etag:W/%225dcf5264-d17%22	https://layerdrops.com/agriox/assets/vendors/owl-carousel/owl.carousel.min.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/owl-carousel/owl.carousel.min.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:29	1013/1013	---MCZ	200	added ('OK')	text/css	etag:W/%225dcf526e-3f5%22	https://layerdrops.com/agriox/assets/vendors/owl-carousel/owl.theme.default.min.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/owl-carousel/owl.theme.default.min.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:30	6720/6720	---MCZ	200	added ('OK')	text/css	etag:W/%225f04a540-1a40%22	https://layerdrops.com/agriox/assets/vendors/twentytwenty/twentytwenty.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/twentytwenty/twentytwenty.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:30	275855/275855	---MCZ	200	added ('OK')	text/css	etag:W/%2261ebe8fc-4358f%22	https://layerdrops.com/agriox/assets/css/agriox.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/css/agriox.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:30	12223/12223	---MCZ	200	added ('OK')	text/css	etag:W/%2261ebe8fc-2fbf%22	https://layerdrops.com/agriox/assets/css/agriox-rtl.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/css/agriox-rtl.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:31	23/23	---MCZ	200	added ('OK')	text/css	etag:W/%2261d4a264-17%22	https://layerdrops.com/agriox/assets/css/modes/agriox-light.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/css/modes/agriox-light.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:31	2910/2910	---MCZ	200	added ('OK')	text/css	etag:W/%2261e9a9fc-b5e%22	https://layerdrops.com/agriox/assets/vendors/toolbar/css/toolbar.css	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/vendors/toolbar/css/toolbar.css	(from https://layerdrops.com/agriox/index-2.html)
20:01:31	766/766	---M--	200	added ('OK')	image/png	etag:%2261168736-2fe%22	https://layerdrops.com/agriox/assets/images/loader.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/loader.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:31	100565/100565	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa8ec-188d5%22	https://layerdrops.com/agriox/index-main.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/index-main.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:31	1919/1919	---M--	200	added ('OK')	image/png	etag:%2261168672-77f%22	https://layerdrops.com/agriox/assets/images/resources/logo-2.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/logo-2.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:32	1806/1806	---M--	200	added ('OK')	image/png	etag:%2261168672-70e%22	https://layerdrops.com/agriox/assets/images/resources/logo-1.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/logo-1.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:32	32632/32632	---M--	200	added ('OK')	image/jpeg	etag:%2261eba246-7f78%22	https://layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:33	31578/31578	---M--	200	added ('OK')	image/jpeg	etag:%2261eba246-7b5a%22	https://layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-2.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-2.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:33	63405/63405	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-f7ad%22	https://layerdrops.com/agriox/index-3.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/index-3.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:34	32406/32406	---M--	200	added ('OK')	image/jpeg	etag:%2261eba246-7e96%22	https://layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-3.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-3.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:34	66409/66409	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-10369%22	https://layerdrops.com/agriox/index-dark.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/index-dark.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:34	32654/32654	---M--	200	added ('OK')	image/jpeg	etag:%2261eba246-7f8e%22	https://layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-4.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/update-20-12-2021/home-sections/home-4.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:35	60998/60998	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-ee46%22	https://layerdrops.com/agriox/about.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/about.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:35	48669/48669	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-be1d%22	https://layerdrops.com/agriox/services.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/services.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:35	42975/42975	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-a7df%22	https://layerdrops.com/agriox/agriculture-products.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/agriculture-products.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:35	30806/30806	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-7856%22	https://layerdrops.com/agriox/fresh-vegetable.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/fresh-vegetable.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:35	30817/30817	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-7861%22	https://layerdrops.com/agriox/organic-products.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/organic-products.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:36	30809/30809	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-7859%22	https://layerdrops.com/agriox/dairy-products.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/dairy-products.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:36	39825/39825	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-9b91%22	https://layerdrops.com/agriox/farmers.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/farmers.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:36	31077/31077	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-7965%22	https://layerdrops.com/agriox/team-details.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/team-details.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:36	37998/37998	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-946e%22	https://layerdrops.com/agriox/projects.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/projects.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:37	48954/48954	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-bf3a%22	https://layerdrops.com/agriox/projects-details.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/projects-details.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:37	30117/30117	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-75a5%22	https://layerdrops.com/agriox/testimonials.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/testimonials.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:37	41524/41524	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-a234%22	https://layerdrops.com/agriox/faq.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/faq.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:37	32479/32479	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-7edf%22	https://layerdrops.com/agriox/error.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/error.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:37	35856/35856	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-8c10%22	https://layerdrops.com/agriox/shop.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/shop.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:38	32617/32617	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-7f69%22	https://layerdrops.com/agriox/product-details.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/product-details.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:38	25806/25806	---MCZ	200	added ('OK')	text/html	etag:W/%2261ebfa10-64ce%22	https://layerdrops.com/agriox/cart.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/cart.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:38	33090/33090	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-8142%22	https://layerdrops.com/agriox/checkout.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/checkout.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:38	40686/40686	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-9eee%22	https://layerdrops.com/agriox/news.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/news.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:38	28751/28751	---MCZ	200	added ('OK')	text/html	etag:W/%2261ebf050-704f%22	https://layerdrops.com/agriox/news-2-col.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/news-2-col.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:39	30772/30772	---MCZ	200	added ('OK')	text/html	etag:W/%2261ebf086-7834%22	https://layerdrops.com/agriox/news-4-col.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/news-4-col.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:39	46065/46065	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa8ce-b3f1%22	https://layerdrops.com/agriox/news-sidebar.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/news-sidebar.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:39	33343/33343	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa930-823f%22	https://layerdrops.com/agriox/news-sidebar-left.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/news-sidebar-left.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:39	51307/51307	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-c86b%22	https://layerdrops.com/agriox/news-details.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/news-details.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:40	38611/38611	---MCZ	200	added ('OK')	text/html	etag:W/%2261eaa912-96d3%22	https://layerdrops.com/agriox/contact.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/contact.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:41	486338/486338	---M--	200	added ('OK')	image/jpeg	etag:%2261168588-76bc2%22	https://layerdrops.com/agriox/assets/images/backgrounds/main-slider-v2-1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/backgrounds/main-slider-v2-1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:41	5687/5687	---M--	200	added ('OK')	image/jpeg	etag:%2261168650-1637%22	https://layerdrops.com/agriox/assets/images/resources/features-v2-call-box-img.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/features-v2-call-box-img.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:41	573418/573418	---M--	200	added ('OK')	image/jpeg	etag:%2261168588-8bfea%22	https://layerdrops.com/agriox/assets/images/backgrounds/main-slider-v2-2.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/backgrounds/main-slider-v2-2.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:41	40887/40887	---M--	200	added ('OK')	image/png	etag:%22613448b6-9fb7%22	https://layerdrops.com/agriox/assets/images/backgrounds/about-v2-bg.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/backgrounds/about-v2-bg.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:41	170891/170891	---M--	200	added ('OK')	image/jpeg	etag:%226116850a-29b8b%22	https://layerdrops.com/agriox/assets/images/about/about-v2-img1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/about/about-v2-img1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:42	345647/345647	---M--	200	added ('OK')	image/jpeg	etag:%2261168588-5462f%22	https://layerdrops.com/agriox/assets/images/backgrounds/main-slider-v2-3.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/backgrounds/main-slider-v2-3.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:42	3279/3279	---M--	200	added ('OK')	image/png	etag:%2261168650-ccf%22	https://layerdrops.com/agriox/assets/images/resources/about-v2-logo.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/about-v2-logo.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:42	243649/243649	---M--	200	added ('OK')	image/jpeg	etag:%22612ff522-3b7c1%22	https://layerdrops.com/agriox/assets/images/about/about-v2-img2.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/about/about-v2-img2.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:42	362/362	---M--	200	added ('OK')	image/png	etag:%2261168696-16a%22	https://layerdrops.com/agriox/assets/images/resources/sec-title-icon1.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/sec-title-icon1.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:42	37293/37293	---M--	200	added ('OK')	image/jpeg	etag:%2261168708-91ad%22	https://layerdrops.com/agriox/assets/images/services/services-v1-img1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/services/services-v1-img1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:43	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Feb%202022%2014:31:53%20GMT	https://layerdrops.com/agriox/services-details.html	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/services-details.html	(from https://layerdrops.com/agriox/index-2.html)
20:01:43	65760/65760	---M--	200	added ('OK')	image/jpeg	etag:%2261168708-100e0%22	https://layerdrops.com/agriox/assets/images/services/services-v1-img2.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/services/services-v1-img2.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:43	30944/30944	---M--	200	added ('OK')	image/jpeg	etag:%2261168708-78e0%22	https://layerdrops.com/agriox/assets/images/services/services-v1-img3.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/services/services-v1-img3.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:43	36001/36001	---M--	200	added ('OK')	image/jpeg	etag:%2261168708-8ca1%22	https://layerdrops.com/agriox/assets/images/services/services-v1-img4.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/services/services-v1-img4.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:44	30572/30572	---M--	200	added ('OK')	image/png	etag:%2261300550-776c%22	https://layerdrops.com/agriox/assets/images/resources/cta-two-1-1.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/cta-two-1-1.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:44	359/359	---M--	200	added ('OK')	image/png	etag:%22611686ba-167%22	https://layerdrops.com/agriox/assets/images/resources/sec-title-icon2.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/sec-title-icon2.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:44	48889/48889	---M--	200	added ('OK')	image/png	etag:%22613019b4-bef9%22	https://layerdrops.com/agriox/assets/images/resources/faq-1-1.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/faq-1-1.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:45	646939/646939	---M--	200	added ('OK')	image/jpeg	etag:%2261301060-9df1b%22	https://layerdrops.com/agriox/assets/images/resources/features-3-1-1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/features-3-1-1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:45	75643/75643	---M--	200	added ('OK')	image/jpeg	etag:%2261168628-1277b%22	https://layerdrops.com/agriox/assets/images/project/projects-v2-img1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/project/projects-v2-img1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:45	103127/103127	---M--	200	added ('OK')	image/jpeg	etag:%2261168628-192d7%22	https://layerdrops.com/agriox/assets/images/project/projects-v2-img3.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/project/projects-v2-img3.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:45	91857/91857	---M--	200	added ('OK')	image/jpeg	etag:%2261168628-166d1%22	https://layerdrops.com/agriox/assets/images/project/projects-v2-img2.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/project/projects-v2-img2.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:46	35503/35503	---M--	200	added ('OK')	image/png	etag:%2261168588-8aaf%22	https://layerdrops.com/agriox/assets/images/backgrounds/story-v1-bg.png	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/backgrounds/story-v1-bg.png	(from https://layerdrops.com/agriox/index-2.html)
20:01:46	77957/77957	---M--	200	added ('OK')	image/jpeg	etag:%2261168672-13085%22	https://layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:46	239089/239089	---M--	200	added ('OK')	image/jpeg	etag:%22611686ea-3a5f1%22	https://layerdrops.com/agriox/assets/images/resources/story-v1-img.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/story-v1-img.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:46	57995/57995	---M--	200	added ('OK')	image/jpeg	etag:%2261168672-e28b%22	https://layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img2.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img2.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:46	62112/62112	---M--	200	added ('OK')	image/jpeg	etag:%2261168672-f2a0%22	https://layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img3.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img3.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:47	64415/64415	---M--	200	added ('OK')	image/jpeg	etag:%2261168672-fb9f%22	https://layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img4.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/resources/meet-farmers-v1-img4.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:47	385099/385099	---M--	200	added ('OK')	image/jpeg	etag:%22617ea188-5e04b%22	https://layerdrops.com/agriox/assets/images/backgrounds/video-one-bg.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/backgrounds/video-one-bg.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:47	50828/50828	---M--	200	added ('OK')	image/jpeg	etag:%22611685ba-c68c%22	https://layerdrops.com/agriox/assets/images/blog/blog-v1-img1.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/blog/blog-v1-img1.jpg	(from https://layerdrops.com/agriox/index-2.html)
20:01:47	53116/53116	---M--	200	added ('OK')	image/jpeg	etag:%22611685ba-cf7c%22	https://layerdrops.com/agriox/assets/images/blog/blog-v1-img2.jpg	C:/Users/salah/Documents/gpfwebsitefarming/layerdrops.com/agriox/assets/images/blog/blog-v1-img2.jpg	(from https://layerdrops.com/agriox/index-2.html)
